annonce_id,date_publication,titre,ville,quartier,type_bien,transaction,prix,surface,nb_chambres,nb_salles_bain,etage,annee_construction,prix_m2,age_bien,categorie_prix,categorie_surface,annee_publication,mois_publication,trimestre_publication
ANO000404,2024-10-12,Appartement à vente - Fès,fès,Inconnu,appartement,vente,2699830.7,53.9,3.0,1.0,1.0,1989.0,50089.62337662338,37.0,Haut Standing,Petit,2024,10,4
ANO000143,2023-12-01,Beau Appartement Fès,fès,Medina,appartement,vente,1614030.62,102.15,2.0,2.0,0.0,2015.0,15800.59344101811,11.0,Haut Standing,Moyen,2023,12,4
ANO000840,2024-05-22,Appartement moderne Marrakech,marrakech,Inconnu,appartement,vente,283683.96,79.26,1.0,1.0,1.0,2003.0,3579.1566994700984,23.0,Economique,Petit,2024,5,2
ANO000605,2024-01-25,Appartement moderne Meknès,meknès,Hamria,inconnu,location,10579.55,107.42,2.0,1.0,1.0,2007.0,98.48771178551479,19.0,Economique,Moyen,2024,1,1
ANO000220,2024-07-27,Beau Appartement Kenitra,kenitra,Hay Essalam,appartement,vente,547104.99,89.95,2.0,1.0,8.0,2008.0,6082.323401889938,18.0,Moyen,Moyen,2024,7,3
ANO000426,2024-10-04,Appartement moderne Meknès,meknès,Hamria,appartement,vente,567006.03,142.98,2.0,1.0,4.0,2013.0,3965.631766680655,13.0,Moyen,Moyen,2024,10,4
ANO001484,2023-03-12,Villa à location - Tanger,tanger,Inconnu,villa,location,11793.42,210.4,4.0,2.0,0.0,2006.0,56.05237642585551,20.0,Economique,Grand,2023,3,1
ANO000868,2023-02-20,Bureau 94m² Hassan,rabat,Hassan,bureau,location,5791.54,94.59,0.0,0.0,3.0,1982.0,61.22782535151707,44.0,Economique,Moyen,2023,2,1
ANO000015,2023-01-09,Appartement 77m² Kenitra,kenitra,Inconnu,appartement,location,2144.49,77.47,2.0,1.0,1.0,1998.0,27.681554149993545,28.0,Economique,Petit,2023,1,1
ANO000163,2023-06-12,Appartement moderne Rabat,rabat,Ocean,appartement,location,1889.65,57.96,3.0,1.0,1.0,2024.0,32.60265700483092,2.0,Economique,Petit,2023,6,2
ANO001056,1900-01-01,Villa 218m² Ville Nouvelle,fès,Ville Nouvelle,villa,vente,3372256.79,218.81,5.0,3.0,0.0,2002.0,15411.803802385632,24.0,Luxe,Grand,1900,1,1
ANO001397,1900-01-01,Appartement moderne Oujda,oujda,Hay Qods,appartement,location,2000.02,83.42,2.0,2.0,1.0,2013.0,23.975305682090625,13.0,Economique,Moyen,1900,1,1
ANO001081,2023-11-01,Bureau 234m² Non spécifié,casablanca,Non spécifié,bureau,vente,1204999.73,234.74,0.0,0.0,1.0,1974.0,5133.33786316776,52.0,Moyen,Grand,2023,11,4
ANO000665,2024-10-09,Villa moderne Tétouan,tétouan,Centre,villa,vente,7783370.06,306.66,5.0,2.0,0.0,2012.0,25381.106306658836,14.0,Luxe,Grand,2024,10,4
ANO001149,2023-09-04,Appartement moderne Tanger,tanger,Iberia,appartement,location,2533.79,56.47,3.0,1.0,0.0,2009.0,44.869665309013634,17.0,Economique,Petit,2023,9,3
ANO000891,2024-06-21,Villa à vente - Rabat,rabat,Ocean,villa,vente,1851614.09,296.56,3.0,1.0,0.0,2003.0,6243.640713514972,23.0,Haut Standing,Grand,2024,6,2
ANO001297,2024-01-11,Beau Appartement Rabat,rabat,Hassan,appartement,vente,567165.85,106.24,2.0,1.0,1.0,2010.0,5338.533979668675,16.0,Moyen,Moyen,2024,1,1
ANO000565,2023-10-03,Beau Appartement Tétouan,tétouan,Centre,appartement,vente,654555.68,51.35,2.0,1.0,0.0,2011.0,12746.946056475172,15.0,Moyen,Petit,2023,10,4
ANO000505,2024-02-07,Appartement à location - Marrakech,marrakech,Gueliz,appartement,location,1855.93,38.34,2.0,1.0,1.0,2009.0,48.407146583202916,17.0,Economique,Petit,2024,2,1
ANO001042,2024-08-29,Appartement à location - Meknès,meknès,Hamria,appartement,location,2028.15,81.52,3.0,2.0,0.0,2015.0,24.87917075564279,11.0,Economique,Moyen,2024,8,3
ANO001423,2024-03-12,Appartement moderne Tétouan,tétouan,Inconnu,appartement,inconnu,584907.65,2500.0,2.0,1.0,2.0,2001.0,233.96306,25.0,Moyen,Grand,2024,3,1
ANO000884,1900-01-01,Villa à vente - Agadir,agadir,Talborjt,villa,vente,2651138.59,177.38,4.0,2.0,0.0,2008.0,14946.096459578306,18.0,Haut Standing,Grand,1900,1,1
ANO000883,2023-01-03,Terrain à location - Meknès,meknès,Ville Nouvelle,terrain,location,2755.39,12.0,0.0,0.0,0.0,2008.0,229.6158333333333,18.0,Economique,Petit,2023,1,1
ANO000876,2023-04-20,Villa à vente - Casablanca,casablanca,Anfa,villa,vente,4708368.13,362.27,3.0,2.0,0.0,2010.0,12996.848013912275,16.0,Luxe,Grand,2023,4,2
ANO001320,2023-09-08,Appartement à location - Tétouan,tétouan,M'diq,appartement,location,2085.04,112.92,4.0,2.0,2.0,2008.0,18.464753808005668,18.0,Economique,Moyen,2023,9,3
ANO000918,2023-05-16,Terrain moderne Oujda,oujda,Inconnu,terrain,vente,1271905.92,244.1,0.0,0.0,0.0,2008.0,5210.593691110201,18.0,Moyen,Grand,2023,5,2
ANO000815,2024-09-12,Appartement 102m² Souissi,rabat,Souissi,appartement,location,1579.71,102.24,1.0,1.0,7.0,1992.0,15.45099765258216,34.0,Economique,Moyen,2024,9,3
ANO000266,2024-02-06,Villa moderne Marrakech,marrakech,Inconnu,villa,vente,2726576.43,246.84,3.0,1.0,0.0,2015.0,11045.9262275158,11.0,Haut Standing,Grand,2024,2,1
ANO001339,2023-04-10,Villa à location - Rabat,rabat,Hassan,inconnu,location,320000.0,203.67,4.0,3.0,0.0,1992.0,1571.1690479697552,34.0,Economique,Grand,2023,4,2
ANO000994,2023-07-08,Beau Appartement Fès,fès,Inconnu,appartement,vente,573977.25,91.6,1.0,1.0,1.0,2019.0,6266.1271834061135,7.0,Moyen,Moyen,2023,7,3
ANO000514,2024-05-27,Terrain 296m² Medina,fès,Medina,terrain,vente,10000.0,296.7,0.0,0.0,0.0,2024.0,33.70407819346141,2.0,Economique,Grand,2024,5,2
ANO000262,2023-03-30,Appartement à location - Oujda,oujda,Hay Qods,appartement,location,2493.08,98.99,3.0,1.0,2.0,2018.0,25.18517021921406,8.0,Economique,Moyen,2023,3,1
ANO000957,2023-03-19,Terrain moderne Kenitra,kenitra,Inconnu,terrain,location,3841.78,447.48,0.0,0.0,0.0,2004.0,8.585366943774023,22.0,Economique,Grand,2023,3,1
ANO000824,2024-06-27,Terrain 428m² Hay Mohammadi,agadir,Hay Mohammadi,terrain,vente,737205.85,428.76,0.0,0.0,0.0,2024.0,1719.390451534658,2.0,Moyen,Grand,2024,6,2
ANO000742,2023-03-03,Beau Appartement Oujda,oujda,Centre,appartement,location,2113.01,68.77,1.0,1.0,3.0,2020.0,30.725752508361207,6.0,Economique,Petit,2023,3,1
ANO001153,2024-12-13,Beau Appartement Casablanca,casablanca,Bourgogne,appartement,inconnu,2722.61,75.59,2.0,2.0,0.0,2000.0,36.01812409048816,26.0,Economique,Petit,2024,12,4
ANO000844,2024-02-09,Appartement à location - Tanger,tanger,Centre Ville,appartement,location,1657.17,96.84,2.0,2.0,0.0,2002.0,17.112453531598515,24.0,Economique,Moyen,2024,2,1
ANO001256,2023-02-17,Villa moderne Marrakech,marrakech,Hivernage,villa,location,24105.68,171.97,3.0,2.0,1.0,2020.0,140.17375123568064,6.0,Economique,Grand,2023,2,1
ANO001242,2023-04-14,Villa moderne Marrakech,marrakech,Gueliz,villa,vente,1306812.27,200.24,3.0,1.0,0.0,2014.0,6526.2298741510185,12.0,Moyen,Grand,2023,4,2
ANO000254,2024-09-18,Beau Appartement Marrakech,marrakech,Targa,appartement,vente,634037.19,70.61,2.0,1.0,2.0,2008.0,8979.424868998725,18.0,Moyen,Petit,2024,9,3
ANO000354,2023-07-24,Terrain à location - Marrakech,marrakech,Gueliz,terrain,location,2755.26,392.6,0.0,0.0,0.0,1987.0,7.017982679572084,39.0,Economique,Grand,2023,7,3
ANO000438,2024-07-06,Appartement moderne Rabat,rabat,Souissi,inconnu,vente,2327106.52,119.76,2.0,1.0,7.0,2008.0,19431.41716766867,18.0,Haut Standing,Moyen,2024,7,3
ANO000779,1900-01-01,Appartement à vente - Meknès,meknès,Ville Nouvelle,appartement,vente,2356153.27,99.38,1.0,1.0,5.0,2014.0,23708.52555846247,12.0,Haut Standing,Moyen,1900,1,1
ANO001276,2023-02-08,Terrain 158m² Hay Essalam,kenitra,Hay Essalam,terrain,vente,1151515.37,158.86,0.0,0.0,1.0,2013.0,7248.617461916153,13.0,Moyen,Grand,2023,2,1
ANO001409,2024-09-30,Appartement à vente - Kenitra,kenitra,Centre,appartement,vente,385191.65,98.0,2.0,2.0,5.0,2024.0,3930.527040816327,2.0,Economique,Moyen,2024,9,3
ANO000193,2024-10-24,Appartement moderne Rabat,rabat,Hassan,appartement,location,2313.09,104.27,3.0,1.0,6.0,1977.0,22.18365781145104,49.0,Economique,Moyen,2024,10,4
ANO000453,2024-01-22,Bureau à vente - Meknès,meknès,Inconnu,bureau,vente,981502.22,135.67,0.0,0.0,0.0,1998.0,7234.482346871085,28.0,Moyen,Moyen,2024,1,1
ANO000424,2023-10-17,Villa moderne Agadir,agadir,Hay Mohammadi,villa,vente,2818046.59,337.3,5.0,3.0,0.0,2014.0,8354.718618440556,12.0,Haut Standing,Grand,2023,10,4
ANO000926,2024-05-05,Beau Bureau Casablanca,casablanca,Anfa,bureau,vente,1086049.8,109.75,0.0,0.0,1.0,1996.0,9895.670159453304,30.0,Moyen,Moyen,2024,5,2
ANO001380,2023-03-16,Appartement 107m² Ville Nouvelle,fès,Ville Nouvelle,appartement,vente,590554.9,107.28,2.0,1.0,1.0,2008.0,5504.799589858315,18.0,Moyen,Moyen,2023,3,1
ANO000437,2024-09-13,Beau Bureau Oujda,oujda,Inconnu,bureau,location,6537.43,138.99,0.0,0.0,2.0,2009.0,47.03525433484423,17.0,Economique,Moyen,2024,9,3
ANO001307,2023-05-31,Beau Appartement Kenitra,kenitra,Hay Essalam,appartement,vente,663951.35,83.51,1.0,1.0,6.0,2008.0,7950.561010657406,18.0,Moyen,Moyen,2023,5,2
ANO001414,2024-10-06,Villa moderne Meknès,meknès,Inconnu,villa,vente,5882654.01,102.65,5.0,2.0,1.0,2017.0,57307.88124695567,9.0,Luxe,Moyen,2024,10,4
ANO001011,2023-03-03,Beau Appartement Tanger,tanger,Malabata,appartement,location,4018.68,68.54,4.0,2.0,1.0,2013.0,58.632623285672594,13.0,Economique,Petit,2023,3,1
ANO000201,2024-05-14,Beau Appartement Tanger,tanger,Centre Ville,appartement,vente,2302795.45,61.95,2.0,2.0,0.0,2016.0,37171.8393866021,10.0,Haut Standing,Petit,2024,5,2
ANO000834,2024-07-27,Terrain à vente - Kenitra,kenitra,Inconnu,terrain,vente,902015.39,368.47,0.0,0.0,1.0,2017.0,2448.0022525578743,9.0,Moyen,Grand,2024,7,3
ANO000372,2023-10-07,Appartement moderne Tétouan,tétouan,Inconnu,appartement,vente,609481.83,88.76,1.0,1.0,1.0,2012.0,6866.627196935556,14.0,Moyen,Moyen,2023,10,4
ANO000215,2023-07-24,Appartement à vente - Tanger,tanger,Iberia,appartement,vente,518849.04,47.42,1.0,1.0,3.0,2008.0,10941.565584141712,18.0,Moyen,Petit,2023,7,3
ANO000209,2024-11-06,Terrain à location - Rabat,rabat,Souissi,terrain,inconnu,5111.82,238.65,0.0,0.0,0.0,1985.0,21.41973601508485,41.0,Economique,Grand,2024,11,4
ANO000256,2024-10-30,Beau Appartement Fès,fès,Zouagha,appartement,vente,465618.83,84.13,2.0,1.0,1.0,2024.0,5534.515987162725,2.0,Economique,Moyen,2024,10,4
ANO001087,2024-04-04,Terrain 472m² Talborjt,agadir,Talborjt,terrain,vente,1156020.39,472.36,0.0,1.0,0.0,2008.0,2447.3291345583875,18.0,Moyen,Grand,2024,4,2
ANO001102,2024-03-07,Terrain 432m² Ville Nouvelle,meknès,Ville Nouvelle,terrain,vente,492274.19,432.1,0.0,0.0,0.0,2018.0,1139.2598704003701,8.0,Economique,Grand,2024,3,1
ANO000392,2024-11-02,Bureau moderne Casablanca,casablanca,Bourgogne,bureau,vente,1174962.75,89.84,0.0,0.0,8.0,1995.0,13078.39214158504,31.0,Moyen,Moyen,2024,11,4
ANO000914,2023-05-05,Beau Bureau Kenitra,kenitra,Centre,bureau,vente,1541590.39,136.59,0.0,0.0,1.0,2013.0,11286.261000073211,13.0,Haut Standing,Moyen,2023,5,2
ANO001314,2024-02-24,Beau Bureau Oujda,oujda,Inconnu,bureau,vente,890972.5,135.17,0.0,0.0,1.0,2019.0,6591.495894059333,7.0,Moyen,Moyen,2024,2,1
ANO000098,2023-10-30,Duplex 120m² Medina,fès,Medina,duplex,vente,1504199.44,120.53,3.0,2.0,8.0,2012.0,12479.875881523272,14.0,Haut Standing,Moyen,2023,10,4
ANO000703,2024-02-18,Appartement à vente - Tanger,tanger,Iberia,appartement,vente,441925.51,100.96,2.0,1.0,3.0,2007.0,4377.23365689382,19.0,Economique,Moyen,2024,2,1
ANO000409,2023-07-20,Beau Appartement Marrakech,marrakech,Gueliz,appartement,vente,1925884.94,81.75,3.0,3.0,2.0,2010.0,23558.225565749235,16.0,Haut Standing,Moyen,2023,7,3
ANO000612,2024-06-15,Villa 201m² Agadir,agadir,Inconnu,villa,location,9374.25,201.01,3.0,2.0,0.0,2012.0,46.63573951544699,14.0,Economique,Grand,2024,6,2
ANO001382,2024-02-22,Villa moderne Kenitra,kenitra,Inconnu,villa,vente,6467479.28,128.49,4.0,2.0,0.0,2008.0,50334.49513580823,18.0,Luxe,Moyen,2024,2,1
ANO000054,2024-08-25,Appartement à vente - Fès,fès,Ville Nouvelle,appartement,vente,628786.43,60.63,2.0,2.0,1.0,2011.0,10370.879597558964,15.0,Moyen,Petit,2024,8,3
ANO000776,2024-07-28,Terrain 168m² Anfa,casablanca,Anfa,terrain,location,4002.49,169.0,3.0,0.0,0.0,1994.0,23.68337278106509,32.0,Economique,Grand,2024,7,3
ANO000699,2024-07-15,Bureau à vente - Kenitra,kenitra,Centre,bureau,vente,1615644.71,116.97,0.0,0.0,0.0,2015.0,13812.47080447978,11.0,Haut Standing,Moyen,2024,7,3
ANO001333,2023-04-20,Appartement 76m² Malabata,tanger,Malabata,appartement,vente,300662.58,76.99,3.0,1.0,2.0,2023.0,3905.2160020781926,3.0,Economique,Petit,2023,4,2
ANO000645,2024-10-13,Beau Appartement Oujda,oujda,Centre,appartement,location,1976.65,82.35,3.0,3.0,6.0,2024.0,24.003035822707957,2.0,Economique,Moyen,2024,10,4
ANO001032,2023-06-12,Villa 180m² Meknès,meknès,Inconnu,villa,vente,6629414.96,180.89,3.0,2.0,1.0,2008.0,36648.874785781416,18.0,Luxe,Grand,2023,6,2
ANO000603,2023-11-07,Appartement 97m² Medina,marrakech,Medina,appartement,location,8427.4,97.72,4.0,3.0,0.0,2008.0,86.24027834629554,18.0,Economique,Moyen,2023,11,4
ANO000679,2023-10-01,Appartement à vente - Casablanca,casablanca,Californie,appartement,vente,677225.19,153.99,3.0,2.0,4.0,2005.0,4397.851743619715,21.0,Moyen,Grand,2023,10,4
ANO000576,2023-04-10,Appartement à vente - Tanger,tanger,Iberia,appartement,vente,2434392.85,71.6,2.0,2.0,2.0,2016.0,33999.90013966481,10.0,Haut Standing,Petit,2023,4,2
ANO000814,2023-07-21,Appartement 128m² Non spécifié,casablanca,Non spécifié,appartement,vente,357210.75,128.74,2.0,1.0,0.0,2008.0,2774.6679353736213,18.0,Economique,Moyen,2023,7,3
ANO001449,2023-12-16,Villa à location - Tanger,tanger,Malabata,villa,location,7492.2,252.19,4.0,2.0,0.0,2009.0,29.70855307506245,17.0,Economique,Grand,2023,12,4
ANO000847,2023-07-08,Appartement 86m² Ville Nouvelle,meknès,Ville Nouvelle,appartement,vente,400513.91,86.37,1.0,1.0,0.0,2004.0,4637.187796688664,22.0,Economique,Moyen,2023,7,3
ANO000760,1900-01-01,Appartement 101m² Hay Essalam,kenitra,Hay Essalam,appartement,vente,412144.72,101.66,2.0,2.0,2.0,2013.0,4054.148337595908,13.0,Economique,Moyen,1900,1,1
ANO000701,2023-09-05,Bureau moderne Oujda,oujda,Centre,bureau,vente,60000000.0,83.92,0.0,0.0,6.0,2003.0,714966.6348903718,23.0,Luxe,Moyen,2023,9,3
ANO001129,2023-05-31,Villa 204m² Ville Nouvelle,meknès,Ville Nouvelle,villa,vente,2752950.21,204.88,6.0,4.0,0.0,2003.0,13436.890911753222,23.0,Haut Standing,Grand,2023,5,2
ANO001058,2024-07-26,Beau Appartement Tétouan,tétouan,M'diq,appartement,vente,2243298.48,52.07,20.0,10.0,2.0,2016.0,43082.359900134434,10.0,Haut Standing,Petit,2024,7,3
ANO000873,2023-02-16,Villa moderne Marrakech,marrakech,Inconnu,villa,vente,4898739.3,256.56,4.0,3.0,0.0,2008.0,19093.93241347053,18.0,Luxe,Grand,2023,2,1
ANO000598,2023-10-26,Beau Duplex Casablanca,casablanca,Hay Mohammadi,duplex,vente,1869015.65,141.99,2.0,1.0,1.0,2008.0,13163.009014719344,18.0,Haut Standing,Moyen,2023,10,4
ANO000210,2023-03-07,Villa 254m² Talborjt,agadir,Talborjt,villa,location,23245.28,254.46,4.0,2.0,0.0,2008.0,91.3514108307789,18.0,Economique,Grand,2023,3,1
ANO000050,2024-11-19,Appartement moderne Agadir,agadir,Centre,appartement,vente,391545.21,98.05,4.0,2.0,3.0,2012.0,3993.321876593575,14.0,Economique,Moyen,2024,11,4
ANO000786,2024-08-26,Villa 220m² Centre,kenitra,Centre,villa,vente,6391875.8,220.46,4.0,3.0,1.0,2011.0,28993.35843236868,15.0,Luxe,Grand,2024,8,3
ANO000377,2024-09-21,Appartement moderne Agadir,agadir,Inconnu,appartement,vente,542303.4,93.22,2.0,1.0,1.0,2012.0,5817.457627118644,14.0,Moyen,Moyen,2024,9,3
ANO000414,2023-10-28,Appartement à vente - Rabat,rabat,Hay Riad,appartement,inconnu,745407.59,75.52,1.0,1.0,3.0,1996.0,9870.333554025423,30.0,Moyen,Petit,2023,10,4
ANO001002,2024-06-11,Beau Appartement Agadir,agadir,Hay Mohammadi,appartement,location,11020.3,98.91,4.0,2.0,1.0,2008.0,111.41745020725912,18.0,Economique,Moyen,2024,6,2
ANO000259,2023-07-26,Appartement 45m² Talborjt,agadir,Talborjt,appartement,vente,60000000.0,45.74,3.0,1.0,5.0,2004.0,1311762.1337997376,22.0,Luxe,Petit,2023,7,3
ANO000999,2023-10-08,Bureau à vente - Meknès,meknès,Inconnu,bureau,vente,819232.62,123.1,0.0,1.0,1.0,2012.0,6655.017221770918,14.0,Moyen,Moyen,2023,10,4
ANO001422,2024-06-25,Villa 245m² Iberia,tanger,Iberia,villa,location,22249.45,245.21,5.0,3.0,0.0,2013.0,90.73630765466335,13.0,Economique,Grand,2024,6,2
ANO000996,2024-01-27,Appartement moderne Casablanca,casablanca,Ain Diab,appartement,location,1739.18,81.93,2.0,2.0,4.0,2001.0,21.227633345538873,25.0,Economique,Moyen,2024,1,1
ANO001093,2024-11-26,Appartement 88m² Ocean,rabat,Ocean,appartement,location,9872.32,88.36,3.0,1.0,4.0,2001.0,111.72838388411046,25.0,Economique,Moyen,2024,11,4
ANO000489,2024-02-07,Beau Appartement Agadir,agadir,Inconnu,appartement,vente,1767790.62,99.71,1.0,1.0,0.0,2023.0,17729.32123157156,3.0,Haut Standing,Moyen,2024,2,1
ANO000269,2024-12-11,Villa à vente - Tétouan,tétouan,M'diq,villa,vente,5348255.66,225.27,5.0,3.0,0.0,2008.0,23741.53531317974,18.0,Luxe,Grand,2024,12,4
ANO000401,2024-12-14,Appartement à vente - Casablanca,casablanca,Ain Diab,appartement,vente,80000000.0,74.26,4.0,2.0,0.0,2001.0,1077295.987072448,25.0,Luxe,Petit,2024,12,4
ANO000347,2023-09-12,Appartement à vente - Kenitra,kenitra,Inconnu,inconnu,vente,576934.22,111.18,1.0,1.0,1.0,2008.0,5189.190681777298,18.0,Moyen,Moyen,2023,9,3
ANO001107,2023-06-17,Beau Appartement Meknès,meknès,Ville Nouvelle,appartement,location,2738.49,143.0,4.0,2.0,1.0,2011.0,19.15027972027972,15.0,Economique,Moyen,2023,6,2
ANO001338,1900-01-01,Appartement 60m² Tétouan,tétouan,Inconnu,appartement,vente,381332.43,60.38,2.0,2.0,3.0,2008.0,6315.542066909572,18.0,Economique,Petit,1900,1,1
ANO000828,2024-02-09,Villa à vente - Tétouan,tétouan,M'diq,villa,vente,3059688.95,409.4,5.0,3.0,1.0,2003.0,7473.592940889107,23.0,Luxe,Grand,2024,2,1
ANO001219,2024-08-29,Villa à vente - Marrakech,marrakech,Targa,villa,vente,2274681.74,279.13,3.0,3.0,1.0,2010.0,8149.184036112207,16.0,Haut Standing,Grand,2024,8,3
ANO000633,2023-02-09,Terrain 491m² Centre,kenitra,Centre,terrain,vente,722361.18,491.84,0.0,0.0,0.0,2014.0,1468.6914037085232,12.0,Moyen,Grand,2023,2,1
ANO000029,2023-07-23,Appartement moderne Rabat,rabat,Inconnu,appartement,vente,452980.77,72.46,3.0,1.0,1.0,2013.0,6251.4597019044995,13.0,Economique,Petit,2023,7,3
ANO000308,2024-08-27,Bureau 125m² Meknès,meknès,Inconnu,bureau,vente,789393.88,125.32,3.0,0.0,2.0,2004.0,6299.025534631344,22.0,Moyen,Moyen,2024,8,3
ANO000150,2024-09-20,Beau Villa Tanger,tanger,Iberia,villa,location,18360.72,208.89,4.0,2.0,0.0,2001.0,87.89659629470057,25.0,Economique,Grand,2024,9,3
ANO000407,2024-04-23,Beau Appartement Agadir,agadir,Hay Mohammadi,appartement,vente,449758.35,138.63,3.0,2.0,0.0,2000.0,3244.307509197143,26.0,Economique,Moyen,2024,4,2
ANO000777,2024-01-03,Villa à vente - Kenitra,kenitra,Hay Essalam,villa,vente,2547768.88,317.93,5.0,2.0,0.0,2007.0,8013.615827383386,19.0,Haut Standing,Grand,2024,1,1
ANO000345,2024-02-02,Beau Appartement Meknès,meknès,Inconnu,appartement,vente,2159689.25,101.18,4.0,3.0,3.0,2006.0,21345.021249258745,20.0,Haut Standing,Moyen,2024,2,1
ANO000368,2024-12-23,Villa moderne Tétouan,tétouan,Inconnu,villa,vente,751872.31,417.07,4.0,3.0,0.0,2008.0,1802.748483468003,18.0,Moyen,Grand,2024,12,4
ANO000319,2024-10-21,Villa 339m² Meknès,meknès,Inconnu,villa,vente,2158924.41,339.38,3.0,1.0,0.0,2012.0,6361.377836053981,14.0,Haut Standing,Grand,2024,10,4
ANO000675,2024-08-03,Appartement 52m² Talborjt,agadir,Talborjt,appartement,vente,713279.03,52.28,3.0,2.0,9.0,2008.0,13643.43974751339,18.0,Moyen,Petit,2024,8,3
ANO001051,2023-01-12,Appartement à location - Casablanca,casablanca,Inconnu,appartement,location,2604.15,75.77,3.0,2.0,5.0,2008.0,34.369143460472486,18.0,Economique,Petit,2023,1,1
ANO000135,2024-02-06,Appartement moderne Agadir,agadir,Hay Mohammadi,appartement,vente,550629.24,86.17,4.0,3.0,1.0,2008.0,6390.034118602762,18.0,Moyen,Moyen,2024,2,1
ANO000863,2024-09-25,Appartement moderne Oujda,oujda,Centre,appartement,vente,391690.34,79.93,2.0,2.0,0.0,2008.0,4900.417114975604,18.0,Economique,Petit,2024,9,3
ANO000454,2024-07-30,Appartement à vente - Oujda,oujda,Hay Qods,appartement,vente,572003.19,84.62,1.0,1.0,3.0,2014.0,6759.66899078232,12.0,Moyen,Moyen,2024,7,3
ANO001246,2023-07-18,Appartement moderne Rabat,rabat,Inconnu,appartement,vente,535353.14,73.55,3.0,1.0,3.0,1997.0,7278.764649898029,29.0,Moyen,Petit,2023,7,3
ANO000231,2024-12-19,Beau Appartement Kenitra,kenitra,Centre,appartement,vente,506684.06,113.98,3.0,1.0,4.0,2001.0,4445.376908229514,25.0,Moyen,Moyen,2024,12,4
ANO000478,2023-01-27,Terrain 403m² Marrakech,marrakech,Inconnu,terrain,vente,1044721.16,403.26,0.0,1.0,0.0,2005.0,2590.688786390914,21.0,Moyen,Grand,2023,1,1
ANO001024,2023-10-25,Beau Appartement Meknès,meknès,Hamria,appartement,location,2532.51,53.27,18.0,9.0,6.0,2023.0,47.54101745823165,3.0,Economique,Petit,2023,10,4
ANO001222,2023-10-13,Beau Terrain Rabat,rabat,Ocean,terrain,vente,893713.46,443.13,0.0,0.0,0.0,1981.0,2016.820030239433,45.0,Moyen,Grand,2023,10,4
ANO000967,2023-02-23,Appartement 92m² Centre,kenitra,Centre,appartement,vente,515506.3,92.18,2.0,1.0,1.0,2009.0,5592.387719678889,17.0,Moyen,Moyen,2023,2,1
ANO000095,2024-05-22,Bureau moderne Marrakech,marrakech,Medina,bureau,vente,1834406.73,70.49,0.0,0.0,4.0,2024.0,26023.644914172226,2.0,Haut Standing,Petit,2024,5,2
ANO001384,2024-12-30,Beau Appartement Casablanca,casablanca,Californie,appartement,vente,579223.62,83.49,2.0,2.0,0.0,2016.0,6937.640675530004,10.0,Moyen,Moyen,2024,12,4
ANO000700,2023-10-01,Appartement à vente - Kenitra,kenitra,Centre,appartement,vente,421377.13,46.16,3.0,1.0,7.0,2016.0,9128.620667244368,10.0,Economique,Petit,2023,10,4
ANO000455,2024-11-02,Beau Villa Agadir,agadir,Inconnu,villa,location,24717.48,172.15,4.0,3.0,1.0,2019.0,143.58106302643043,7.0,Economique,Grand,2024,11,4
ANO000168,2024-08-08,Beau Villa Tanger,tanger,Centre Ville,villa,vente,3154708.32,138.11,4.0,2.0,0.0,2014.0,22841.997827818403,12.0,Luxe,Moyen,2024,8,3
ANO000766,2023-01-31,Villa à location - Tétouan,tétouan,Centre,villa,location,320000.0,283.47,5.0,3.0,0.0,2021.0,1128.8672522665536,5.0,Economique,Grand,2023,1,1
ANO000593,2024-12-04,Terrain moderne Kenitra,kenitra,Centre,terrain,location,2465.88,295.56,0.0,0.0,0.0,2006.0,8.34307754770605,20.0,Economique,Grand,2024,12,4
ANO001466,2024-03-26,Appartement à vente - Marrakech,marrakech,Targa,appartement,vente,387097.9,62.48,3.0,1.0,4.0,2002.0,6195.548975672215,24.0,Economique,Petit,2024,3,1
ANO001425,2023-04-12,Appartement moderne Tanger,tanger,Iberia,appartement,vente,386971.12,58.01,2.0,1.0,9.0,1993.0,6670.7657300465435,33.0,Economique,Petit,2023,4,2
ANO000136,2023-09-26,Beau Villa Tanger,tanger,Inconnu,villa,vente,2511424.97,164.59,3.0,1.0,0.0,2008.0,15258.67288413634,18.0,Haut Standing,Grand,2023,9,3
ANO000998,2024-06-25,Terrain moderne Tanger,tanger,Centre Ville,terrain,location,3922.54,308.64,0.0,0.0,0.0,2008.0,12.709110938310006,18.0,Economique,Grand,2024,6,2
ANO000321,2023-05-02,Appartement moderne Meknès,meknès,Ville Nouvelle,appartement,vente,627126.73,118.23,3.0,2.0,0.0,2011.0,5304.294426118582,15.0,Moyen,Moyen,2023,5,2
ANO000654,2024-07-18,Beau Villa Casablanca,casablanca,Maarif,villa,vente,2311619.46,245.61,3.0,2.0,1.0,2004.0,9411.748137290826,22.0,Haut Standing,Grand,2024,7,3
ANO001279,2024-03-20,Villa à vente - Meknès,meknès,Inconnu,villa,vente,1714937.87,218.2,5.0,1.0,0.0,2019.0,7859.476947754355,7.0,Haut Standing,Grand,2024,3,1
ANO000951,2024-02-22,Beau Appartement Rabat,rabat,Inconnu,appartement,vente,484207.74,105.83,2.0,1.0,1.0,1983.0,4575.335349144855,43.0,Economique,Moyen,2024,2,1
